num_colors,c1_h,c1_s,c1_v,c1_L,c1_a,c1_b,c2_h,c2_s,c2_v,c2_L,c2_a,c2_b,c3_h,c3_s,c3_v,c3_L,c3_a,c3_b,c4_h,c4_s,c4_v,c4_L,c4_a,c4_b,c5_h,c5_s,c5_v,c5_L,c5_a,c5_b,target_score
5,115.64,0.031,0.989,98.36,-3.71,2.86,115.64,0.048,0.963,95.68,-5.73,4.44,115.64,0.591,0.699,65.1,-49.56,44.5,70.64,0.444,0.669,67.28,-16.66,37.35,295.64,0.986,0.886,50.96,86.96,-60.02,6.49
5,291.73,0.038,0.969,94.89,4.33,-3.53,291.73,0.061,0.939,90.78,6.89,-5.59,291.73,0.662,0.889,56.03,70.23,-52.39,261.73,0.577,0.562,32.94,32.14,-41.3,111.73,0.903,0.873,78.01,-73.81,73.22,3.48
5,113.36,0.037,0.983,97.62,-4.4,3.54,113.36,0.007,0.925,93.22,-0.79,0.63,113.36,0.873,0.859,76.9,-72.6,71.17,68.36,0.789,0.634,63.12,-22.33,58.86,293.36,0.802,0.932,54.95,83.6,-60.16,4.65
5,318.89,0.008,0.978,97.52,0.92,-0.43,318.89,0.067,0.937,90.35,7.3,-3.35,318.89,0.815,0.978,57.73,82.99,-25.56,348.89,0.646,0.599,37.63,42.67,11.27,138.89,0.943,0.888,79.2,-74.02,56.93,3.77
5,308.4,0.9,0.9,53.55,84.87,-41.16,350.81,0.03,0.944,93.12,2.6,0.33,350.81,0.659,0.666,41.32,47.04,15.15,305.81,0.639,0.513,34.56,45.55,-25.56,200.81,0.997,0.938,61.82,-4.36,-50.85,1.0
5,43.25,0.041,0.987,97.84,-0.33,3.94,43.25,0.036,0.923,92.41,-0.27,3.23,43.25,0.589,0.889,78.29,2.27,52.71,13.25,0.718,0.683,44.96,38.04,35.34,253.25,0.841,0.972,38.19,70.73,-93.86,5.87
5,332.81,0.263,0.07,4.29,2.02,-0.43,332.81,0.243,0.146,11.53,5.31,-1.13,332.81,0.639,0.07,2.82,4.23,-0.76,2.81,0.718,0.744,44.78,51.49,33.35,182.81,0.969,0.906,80.36,-39.81,-17.72,5.01
5,140.78,0.9,0.9,80.35,-72.82,52.15,45.48,0.038,0.909,91.15,-0.45,3.54,45.48,0.602,0.885,78.98,-0.15,55.05,15.48,0.752,0.719,47.26,39.2,40.15,195.48,0.822,0.994,75.36,-20.75,-37.32,1.0
5,276.64,0.017,0.978,96.87,1.58,-1.7,276.64,0.013,0.976,97.02,1.25,-1.34,276.64,0.783,0.712,36.53,59.51,-58.29,306.64,0.406,0.733,57.28,40.11,-23.18,126.64,0.887,0.866,77.3,-74.62,66.91,4.4
5,226.03,0.029,0.981,96.42,0.44,-2.86,226.03,0.001,0.913,92.2,0.01,-0.06,226.03,0.597,0.809,49.32,18.42,-52.22,181.03,0.479,0.521,51.16,-19.8,-6.85,16.03,0.848,0.869,53.94,51.59,54.33,8.42
5,224.67,0.9,0.9,39.57,42.87,-81.36,339.47,0.254,0.185,15.34,6.54,-0.55,339.47,0.873,0.682,37.93,59.58,11.33,294.47,0.502,0.78,56.03,50.94,-36.67,129.47,0.961,0.805,72.21,-71.58,64.2,1.0
5,68.39,0.025,0.984,98.4,-1.38,2.89,68.39,0.028,0.955,95.82,-1.49,3.13,68.39,0.656,0.741,73.2,-22.51,58.22,98.39,0.401,0.668,65.25,-27.42,30.53,248.39,0.966,0.911,30.51,72.84,-97.93,3.33
5,313.77,0.164,0.051,3.31,0.87,-0.46,313.77,0.231,0.206,17.98,7.65,-3.92,313.77,0.641,0.758,49.97,59.86,-26.39,283.77,0.525,0.691,47.03,43.5,-38.09,313.77,0.2,0.5,46.24,13.8,-7.08,5.03
5,325.71,0.221,0.071,4.56,1.87,-0.64,325.71,0.211,0.153,12.74,5.0,-1.69,325.71,0.509,0.874,61.44,51.73,-13.9,295.71,0.798,0.613,37.22,61.02,-41.83,325.71,0.2,0.5,46.08,12.82,-4.27,6.87
5,232.53,0.013,0.997,98.81,0.37,-1.41,232.53,0.052,0.918,89.13,1.45,-5.34,232.53,0.567,0.651,38.57,20.34,-46.0,277.53,0.525,0.6,39.98,36.43,-35.74,22.53,0.833,0.869,58.01,41.11,56.48,8.26
5,222.2,0.1,0.4,40.21,0.4,-4.49,222.2,0.1,0.4,40.21,0.4,-4.49,222.2,0.1,0.4,40.21,0.4,-4.49,192.2,0.1,0.4,41.73,-2.67,-2.25,42.2,0.1,0.4,42.02,-0.22,4.5,1.0
5,130.17,0.9,0.9,80.07,-76.43,66.11,289.46,0.049,0.903,88.38,5.15,-4.36,289.46,0.678,0.859,52.84,68.37,-53.22,319.46,0.456,0.551,41.48,33.13,-12.86,79.46,0.876,0.903,84.39,-45.7,79.04,1.0
5,173.95,0.142,0.056,4.06,-0.67,-0.13,173.95,0.23,0.219,22.24,-5.63,-0.95,173.95,0.8,0.676,63.76,-38.06,-2.94,143.95,0.795,0.602,55.91,-49.05,29.42,173.95,0.2,0.5,51.39,-9.73,-1.65,5.9
5,202.17,0.103,0.087,6.94,-0.42,-0.77,202.17,0.273,0.185,16.69,-2.19,-4.27,202.17,0.847,0.087,4.01,-1.82,-5.18,232.17,0.716,0.773,37.54,34.57,-66.1,22.17,0.884,0.992,63.8,50.08,65.88,4.66
5,284.47,0.047,0.994,96.3,5.0,-4.63,284.47,0.054,0.957,92.66,5.63,-5.21,284.47,0.637,0.667,41.34,50.93,-43.6,254.47,0.577,0.627,35.54,32.52,-47.08,74.47,0.882,0.89,84.27,-39.06,79.58,5.22
5,86.37,0.1,0.4,42.52,-3.82,5.17,86.37,0.1,0.4,42.52,-3.82,5.17,86.37,0.1,0.4,42.52,-3.82,5.17,116.37,0.1,0.4,42.11,-5.84,4.51,296.37,0.1,0.4,40.19,5.93,-4.42,1.0
5,278.28,0.043,0.999,96.95,4.21,-4.37,278.28,0.054,0.921,89.51,5.01,-5.2,278.28,0.803,0.775,39.77,65.4,-62.38,323.28,0.693,0.583,36.69,49.1,-13.19,68.28,0.879,0.847,81.89,-29.61,78.05,5.68
5,288.86,0.9,0.9,48.75,82.79,-65.72,101.51,0.043,0.964,96.06,-4.28,4.24,101.51,0.851,0.817,74.39,-62.23,68.64,131.51,0.431,0.551,53.37,-30.75,20.16,251.51,0.896,0.971,35.46,73.92,-98.4,1.0
5,313.41,0.115,0.126,11.05,2.47,-1.32,313.41,0.185,0.19,17.14,5.71,-2.99,313.41,0.554,0.892,61.6,60.51,-27.87,268.41,0.72,0.612,31.17,46.29,-51.9,103.41,0.979,0.892,79.84,-73.03,76.7,9.92
5,39.64,0.1,0.4,41.89,0.04,4.32,39.64,0.1,0.4,41.89,0.04,4.32,39.64,0.1,0.4,41.89,0.04,4.32,84.64,0.1,0.4,42.55,-3.71,5.21,219.64,0.1,0.4,40.34,0.14,-4.3,1.0
5,95.72,0.046,0.981,97.54,-4.24,4.69,95.72,0.075,0.954,94.74,-6.84,7.6,95.72,0.574,0.605,58.37,-33.55,40.35,140.72,0.41,0.615,59.51,-30.21,15.69,275.72,0.851,0.834,40.12,70.48,-70.46,7.88
5,27.61,0.242,0.05,3.29,0.28,0.72,27.61,0.248,0.139,12.03,1.4,3.6,27.61,0.629,0.652,51.35,17.49,35.52,342.61,0.716,0.527,31.53,42.82,6.39,237.61,0.808,0.997,39.17,62.84,-95.99,7.14
5,192.91,0.196,0.127,11.36,-1.91,-1.71,192.91,0.248,0.19,18.16,-3.33,-3.02,192.91,0.776,0.755,61.3,-20.77,-25.62,222.91,0.594,0.643,41.06,11.65,-40.81,342.91,0.959,0.828,44.87,70.22,26.68,8.84
5,149.87,0.16,0.138,13.11,-3.27,1.03,149.87,0.201,0.178,17.64,-5.12,1.65,149.87,0.594,0.138,11.76,-11.59,4.47,179.87,0.652,0.781,73.7,-34.61,-10.26,359.87,0.967,0.838,44.81,69.5,56.53,2.7
5,65.35,0.152,0.109,9.92,-1.2,2.86,65.35,0.181,0.207,21.65,-2.44,5.9,65.35,0.59,0.899,87.86,-21.67,62.91,110.35,0.698,0.686,63.58,-52.37,51.38,215.35,0.916,0.992,51.67,25.84,-74.75,9.21
5,358.23,0.9,0.9,48.82,72.06,52.76,296.82,0.029,0.904,89.75,3.3,-2.47,296.82,0.752,0.835,52.13,75.74,-50.81,266.82,0.415,0.62,44.71,25.7,-31.28,86.82,0.813,0.811,75.81,-47.51,68.75,1.0
5,251.64,0.009,0.985,97.95,0.54,-1.03,251.64,0.028,0.962,94.52,1.68,-3.16,251.64,0.564,0.607,34.69,29.76,-45.45,206.64,0.778,0.504,34.37,-1.67,-30.12,101.64,0.921,0.993,88.32,-75.92,82.39,5.1
5,192.54,0.03,0.994,98.52,-1.66,-1.43,192.54,0.017,0.966,96.48,-0.93,-0.8,192.54,0.787,0.8,64.78,-22.18,-26.68,237.54,0.691,0.76,35.3,39.51,-67.71,12.54,0.998,0.881,49.52,65.37,61.95,4.63
5,116.83,0.21,0.085,6.66,-2.77,2.08,116.83,0.156,0.122,11.19,-3.38,2.6,116.83,0.608,0.715,66.28,-52.08,46.42,71.83,0.609,0.59,59.16,-20.09,44.98,326.83,0.956,0.837,46.76,74.44,-5.28,7.98
5,248.95,0.015,0.96,95.37,0.81,-1.65,248.95,0.06,0.929,89.27,3.31,-6.64,248.95,0.728,0.96,42.6,58.87,-84.91,278.95,0.613,0.569,34.9,41.15,-39.01,38.95,0.877,0.958,74.69,17.63,73.59,5.62
5,11.39,0.183,0.078,5.46,1.04,0.78,11.39,0.158,0.218,20.79,2.85,2.24,11.39,0.578,0.738,52.29,33.32,27.48,41.39,0.766,0.638,54.33,6.48,49.89,221.39,0.95,0.809,36.08,36.77,-73.81,5.17
5,351.25,0.9,0.9,49.03,72.65,40.42,347.51,0.066,0.921,88.89,5.82,0.33,347.51,0.816,0.615,34.6,52.12,18.19,317.51,0.48,0.669,49.22,41.19,-17.0,137.51,0.986,0.902,80.22,-76.46,62.25,1.84
5,317.9,0.039,0.987,96.34,4.47,-2.14,317.9,0.06,0.907,88.17,6.5,-3.08,317.9,0.708,0.807,50.63,66.19,-23.68,287.9,0.781,0.615,35.0,57.22,-45.82,107.9,0.818,0.825,74.7,-65.43,67.03,4.87
5,287.86,0.047,0.979,95.05,5.17,-4.5,287.86,0.009,0.966,96.41,0.95,-0.83,287.86,0.827,0.634,35.12,60.61,-48.66,257.86,0.794,0.6,25.31,46.4,-59.64,137.86,0.855,0.885,79.22,-71.53,52.74,5.59
5,207.07,0.026,0.996,98.43,-0.65,-1.81,207.07,0.03,0.948,94.01,-0.74,-2.07,207.07,0.838,0.779,50.36,1.23,-46.31,237.07,0.589,0.52,28.24,21.76,-42.38,27.07,0.835,0.902,62.98,35.19,60.89,6.71
5,327.76,0.027,0.991,97.48,2.9,-0.95,327.76,0.054,0.936,90.98,5.55,-1.79,327.76,0.635,0.635,41.28,48.1,-9.61,357.76,0.642,0.784,48.73,51.29,25.08,177.76,0.912,0.995,90.55,-49.82,-9.83,4.89
5,71.51,0.9,0.9,85.66,-35.87,81.59,272.21,0.008,0.919,92.3,0.7,-0.83,272.21,0.751,0.858,43.68,64.83,-68.25,242.21,0.68,0.616,28.19,35.51,-57.54,62.21,0.856,0.826,81.51,-21.05,77.37,2.06
5,106.13,0.9,0.9,80.57,-72.51,75.32,182.91,0.058,0.937,93.24,-4.21,-1.82,182.91,0.633,0.628,58.95,-26.17,-10.93,137.91,0.419,0.607,58.67,-31.15,17.54,32.91,0.927,0.949,67.92,31.36,71.08,1.0
5,163.58,0.009,0.999,99.74,-0.87,0.03,163.58,0.063,0.946,94.05,-5.79,0.28,163.58,0.781,0.647,60.64,-42.33,8.7,118.58,0.602,0.681,63.29,-50.52,44.1,343.58,0.934,0.941,51.18,76.97,29.24,8.14
5,314.36,0.005,0.995,99.26,0.58,-0.31,314.36,0.066,0.938,90.51,7.49,-3.92,314.36,0.761,0.674,41.61,61.16,-25.05,269.36,0.59,0.728,43.44,44.15,-49.54,104.36,0.864,0.87,78.47,-68.03,72.32,4.95
5,127.18,0.004,0.979,98.06,-0.52,0.33,127.18,0.057,0.947,93.99,-6.67,4.24,127.18,0.613,0.679,63.07,-50.04,38.76,97.18,0.435,0.672,65.32,-29.2,33.47,337.18,0.963,0.987,53.8,81.47,18.47,5.98
5,309.7,0.008,0.995,99.1,0.94,-0.56,309.7,0.077,0.973,92.83,9.19,-5.37,309.7,0.814,0.627,38.27,61.41,-29.41,354.7,0.756,0.617,35.7,48.9,23.76,99.7,0.87,0.81,73.91,-61.28,69.1,5.09
5,348.22,0.006,0.977,97.57,0.55,0.03,348.22,0.042,0.932,91.29,3.73,0.26,348.22,0.667,0.977,59.52,65.14,17.83,303.22,0.62,0.628,43.0,52.96,-31.6,168.22,0.933,0.88,80.21,-54.5,7.48,3.56
5,286.47,0.1,0.4,40.03,5.27,-4.67,286.47,0.1,0.4,40.03,5.27,-4.67,286.47,0.1,0.4,40.03,5.27,-4.67,256.47,0.1,0.4,39.56,3.31,-5.42,106.47,0.1,0.4,42.24,-5.18,4.73,1.0
5,221.02,0.109,0.109,9.15,0.1,-1.61,221.02,0.255,0.18,15.07,0.55,-5.81,221.02,0.831,0.68,34.62,22.42,-56.81,251.02,0.704,0.654,30.26,41.68,-59.92,11.02,0.9,0.964,55.52,66.51,60.9,6.52
5,166.47,0.049,0.952,94.82,-4.38,-0.07,166.47,0.05,0.932,93.07,-4.45,-0.07,166.47,0.808,0.697,65.06,-44.0,6.29,136.47,0.63,0.676,62.93,-48.36,31.53,16.47,0.852,0.871,54.17,51.35,54.89,2.57
5,271.8,0.044,0.964,93.76,3.81,-4.49,271.8,0.021,0.926,92.05,1.76,-2.09,271.8,0.738,0.684,35.11,53.12,-56.33,241.8,0.771,0.657,25.91,44.66,-67.68,61.8,0.994,0.858,84.24,-21.93,83.41,4.72
5,263.92,0.26,0.052,2.98,0.88,-1.28,263.92,0.157,0.208,19.03,3.5,-4.79,263.92,0.603,0.052,1.94,1.97,-2.82,308.92,0.642,0.567,37.93,48.7,-25.15,53.92,0.901,0.912,83.97,-9.39,81.62,3.63
5,156.41,0.001,0.95,95.59,-0.09,0.02,156.41,0.018,0.941,94.42,-1.73,0.32,156.41,0.882,0.892,80.48,-63.01,26.07,111.41,0.587,0.668,62.74,-45.52,42.93,156.41,0.2,0.5,51.18,-11.39,2.41,1.0
5,249.99,0.1,0.4,39.47,2.89,-5.58,249.99,0.1,0.4,39.47,2.89,-5.58,249.99,0.1,0.4,39.47,2.89,-5.58,294.99,0.1,0.4,40.17,5.83,-4.46,99.99,0.1,0.4,42.33,-4.74,4.87,1.0
5,6.48,0.249,0.127,9.65,3.38,1.95,6.48,0.18,0.217,20.07,3.8,2.18,6.48,0.813,0.637,37.25,47.41,36.75,36.48,0.641,0.664,55.97,9.22,41.47,156.48,0.95,0.929,83.33,-66.98,29.79,6.61
5,135.08,0.163,0.053,3.78,-0.93,0.49,135.08,0.115,0.12,11.18,-2.32,1.24,135.08,0.772,0.799,72.48,-63.65,46.79,105.08,0.779,0.659,61.16,-51.77,54.68,285.08,0.891,0.872,45.42,78.68,-67.16,8.93
5,225.81,0.202,0.103,7.52,0.51,-2.76,225.81,0.278,0.126,8.96,0.97,-5.06,225.81,0.656,0.852,48.72,22.77,-59.5,195.81,0.483,0.511,45.38,-11.05,-14.07,45.81,0.919,0.834,70.59,5.14,71.55,7.13
5,57.86,0.298,0.138,13.38,-2.04,6.89,57.86,0.241,0.135,13.08,-1.66,5.47,57.86,0.596,0.654,65.65,-11.32,49.03,12.86,0.444,0.765,59.77,24.2,20.97,267.86,0.858,0.972,42.83,76.52,-86.12,4.89
5,146.13,0.006,0.952,95.65,-0.63,0.23,146.13,0.069,0.931,92.49,-7.13,2.62,146.13,0.544,0.66,62.48,-39.44,18.63,191.13,0.716,0.519,44.64,-17.17,-16.48,296.13,0.879,0.924,54.52,87.8,-59.61,5.88
5,146.83,0.003,0.96,96.36,-0.33,0.12,146.83,0.07,0.965,95.48,-7.43,2.65,146.83,0.622,0.96,86.98,-58.82,28.87,116.83,0.578,0.741,68.67,-51.58,45.54,296.83,0.803,0.976,59.23,88.71,-59.33,3.49
5,163.58,0.039,0.991,98.46,-3.69,0.16,163.58,0.024,0.951,95.22,-2.22,0.09,163.58,0.743,0.743,69.07,-45.86,9.0,208.58,0.781,0.657,43.26,1.11,-39.49,13.58,0.91,0.806,47.56,55.28,53.95,6.36
5,65.94,0.036,0.994,99.19,-1.87,4.26,65.94,0.021,0.946,95.03,-1.07,2.42,65.94,0.598,0.847,83.16,-21.36,60.52,95.94,0.455,0.535,52.85,-24.83,29.18,275.94,0.927,0.836,38.23,73.25,-73.86,6.34
5,117.01,0.035,0.979,97.34,-4.32,3.26,117.01,0.077,0.935,92.53,-9.08,6.92,117.01,0.633,0.808,73.86,-59.19,53.22,87.01,0.701,0.575,55.77,-32.47,47.23,267.01,0.819,0.887,40.24,68.79,-78.19,6.67
5,313.97,0.017,0.965,95.92,1.9,-1.02,313.97,0.058,0.927,90.04,6.46,-3.43,313.97,0.601,0.894,59.86,64.71,-28.73,283.97,0.729,0.599,34.24,51.91,-44.71,163.97,0.889,0.82,75.07,-54.02,12.83,3.97
5,286.85,0.289,0.121,8.42,5.72,-4.94,286.85,0.279,0.13,9.38,5.82,-5.03,286.85,0.55,0.648,43.78,44.48,-36.72,256.85,0.606,0.547,30.08,31.57,-43.61,76.85,0.945,0.852,80.33,-42.42,77.94,6.09
5,210.67,0.9,0.9,52.13,12.21,-60.91,57.34,0.069,0.97,96.79,-2.51,7.89,57.34,0.847,0.646,63.94,-11.88,62.7,12.34,0.76,0.793,50.2,46.83,42.62,207.34,0.844,0.883,56.22,2.37,-51.89,1.0
5,59.02,0.023,0.982,98.28,-0.96,2.75,59.02,0.01,0.921,92.89,-0.41,1.17,59.02,0.887,0.839,82.27,-17.06,79.45,104.02,0.644,0.565,53.71,-39.34,41.5,269.02,0.801,0.831,39.09,65.0,-71.8,5.16
5,298.91,0.9,0.9,54.48,88.22,-56.21,238.83,0.276,0.171,12.62,3.19,-7.91,238.83,0.83,0.602,21.57,44.13,-66.35,283.83,0.523,0.558,38.28,36.41,-31.89,58.83,0.904,0.92,89.15,-18.02,85.79,4.32
5,310.96,0.039,0.971,95.07,4.59,-2.63,310.96,0.05,0.904,88.5,5.64,-3.22,310.96,0.755,0.629,39.3,58.67,-27.44,265.96,0.61,0.74,42.41,44.76,-53.01,310.96,0.2,0.5,46.28,14.03,-7.74,7.8
5,226.52,0.024,0.968,95.56,0.38,-2.38,226.52,0.011,0.95,94.9,0.17,-1.08,226.52,0.8,0.877,41.86,36.25,-74.25,271.52,0.793,0.782,37.97,62.45,-66.44,46.52,0.926,0.992,83.09,4.86,82.44,3.85
5,99.96,0.236,0.098,8.12,-2.61,2.98,99.96,0.257,0.198,19.88,-6.74,7.06,99.96,0.874,0.641,59.6,-51.34,57.77,69.96,0.438,0.792,78.49,-18.45,42.34,309.96,0.925,0.963,56.62,89.25,-40.34,9.51
5,119.5,0.273,0.112,9.57,-5.64,3.92,119.5,0.223,0.17,16.56,-6.59,4.95,119.5,0.61,0.112,8.63,-10.58,7.84,149.5,0.417,0.531,52.02,-25.54,9.69,299.5,0.812,0.822,51.33,79.38,-50.1,3.95
5,66.32,0.026,0.975,97.62,-1.36,3.03,66.32,0.067,0.949,94.95,-3.34,7.59,66.32,0.867,0.788,77.22,-25.43,73.91,21.32,0.774,0.542,37.5,26.4,35.17,216.32,0.895,0.884,46.17,23.76,-68.23,6.06
5,166.57,0.023,0.959,95.93,-2.06,-0.04,166.57,0.068,0.942,93.58,-6.07,-0.09,166.57,0.726,0.678,63.71,-40.49,4.73,136.57,0.749,0.508,47.61,-43.48,30.06,16.57,0.823,0.917,57.78,51.37,55.17,4.82
5,237.91,0.169,0.06,3.77,0.4,-1.18,237.91,0.296,0.141,9.52,2.79,-7.11,237.91,0.64,0.662,33.09,31.51,-56.58,192.91,0.583,0.739,63.47,-19.01,-20.0,87.91,0.845,0.885,81.67,-53.46,74.9,6.63
5,264.36,0.024,0.971,95.75,1.84,-2.55,264.36,0.036,0.93,91.24,2.73,-3.77,264.36,0.736,0.971,47.09,66.59,-78.98,234.36,0.489,0.576,37.12,15.88,-36.81,114.36,0.956,0.916,81.22,-78.99,77.15,5.81
5,43.75,0.1,0.4,42.1,-0.38,4.61,43.75,0.1,0.4,42.1,-0.38,4.61,43.75,0.1,0.4,42.1,-0.38,4.61,358.75,0.1,0.4,39.94,4.15,1.37,253.75,0.1,0.4,39.52,3.14,-5.49,1.0
5,289.78,0.248,0.075,4.74,2.38,-2.05,289.78,0.281,0.152,11.71,6.99,-5.73,289.78,0.692,0.783,47.98,64.63,-49.98,319.78,0.568,0.744,51.02,51.71,-18.52,139.78,0.82,0.876,78.66,-68.78,47.44,8.57
5,179.82,0.043,0.979,97.34,-3.5,-1.2,179.82,0.05,0.963,95.84,-4.07,-1.39,179.82,0.549,0.775,73.82,-30.92,-9.27,149.82,0.756,0.749,68.85,-53.89,26.18,179.82,0.2,0.5,51.47,-9.15,-3.0,1.0
5,330.1,0.102,0.07,5.0,0.85,-0.24,330.1,0.143,0.148,13.13,3.19,-0.87,330.1,0.645,0.631,40.57,47.96,-7.23,285.1,0.447,0.795,57.69,42.19,-36.37,120.1,0.974,0.86,76.56,-76.56,73.64,7.42
5,306.3,0.014,0.994,98.63,1.72,-1.1,306.3,0.051,0.916,89.52,5.91,-3.73,306.3,0.815,0.874,53.64,80.93,-42.96,351.3,0.704,0.619,37.14,46.78,16.87,126.3,0.957,0.891,79.16,-77.85,72.1,3.86
5,120.0,0.13,0.125,11.58,-2.96,2.16,120.0,0.156,0.208,21.14,-5.49,4.04,120.0,0.747,0.125,9.71,-14.37,10.66,150.0,0.756,0.508,47.88,-39.66,18.77,270.0,0.993,0.913,37.3,77.48,-86.74,2.04
5,57.43,0.152,0.056,4.11,-0.31,0.93,57.43,0.149,0.188,19.55,-1.38,4.45,57.43,0.828,0.056,3.82,-1.45,4.46,12.43,0.691,0.791,52.25,42.01,37.53,237.43,0.91,0.968,33.77,70.51,-100.82,1.0
5,341.25,0.011,0.972,96.81,1.06,-0.09,341.25,0.028,0.939,92.81,2.66,-0.22,341.25,0.595,0.801,52.26,51.57,3.52,296.25,0.469,0.742,55.1,46.67,-32.66,161.25,0.85,0.939,84.73,-60.97,17.82,4.49
5,196.8,0.119,0.072,5.43,-0.46,-0.56,196.8,0.267,0.217,20.53,-3.32,-4.09,196.8,0.844,0.888,66.3,-16.59,-36.73,241.8,0.708,0.528,22.67,32.9,-52.78,16.8,0.959,0.994,58.54,64.11,67.26,8.17
5,357.47,0.1,0.4,39.95,4.19,1.25,357.47,0.1,0.4,39.95,4.19,1.25,357.47,0.1,0.4,39.95,4.19,1.25,327.47,0.1,0.4,40.1,5.2,-1.67,207.47,0.1,0.4,40.95,-1.11,-3.39,1.0
5,129.88,0.299,0.117,10.11,-6.06,3.54,129.88,0.267,0.193,18.98,-8.32,5.24,129.88,0.738,0.815,73.79,-64.6,51.19,174.88,0.42,0.654,63.88,-23.54,-3.83,309.88,0.863,0.943,56.24,86.21,-40.04,10.0
5,247.11,0.042,0.958,93.11,2.24,-4.77,247.11,0.045,0.913,88.94,2.35,-5.0,247.11,0.802,0.685,26.65,49.62,-70.74,217.11,0.433,0.791,60.75,2.59,-31.49,97.11,0.869,0.9,81.57,-64.33,75.33,5.44
5,194.12,0.136,0.108,9.28,-1.11,-1.08,194.12,0.108,0.217,22.23,-1.61,-1.55,194.12,0.83,0.678,53.8,-17.48,-26.15,239.12,0.556,0.527,29.41,21.86,-41.58,14.12,0.935,0.991,57.55,66.15,65.23,10.0
5,108.21,0.0,0.976,97.87,-0.02,0.01,108.21,0.064,0.921,91.8,-6.69,5.89,108.21,0.676,0.652,60.92,-48.07,48.18,78.21,0.493,0.779,76.12,-25.36,45.41,318.21,0.889,0.958,55.38,84.51,-25.2,6.4
5,322.25,0.021,0.959,95.01,2.3,-0.95,322.25,0.002,0.912,92.06,0.25,-0.1,322.25,0.714,0.845,52.29,67.6,-18.68,277.25,0.561,0.606,38.88,39.07,-38.37,172.25,0.804,0.835,77.19,-46.25,-0.94,4.49
5,281.92,0.17,0.058,3.78,0.98,-0.97,281.92,0.297,0.184,14.42,7.94,-7.48,281.92,0.784,0.827,44.53,69.46,-62.15,326.92,0.723,0.604,37.08,51.23,-9.63,131.92,0.946,0.969,85.51,-81.62,70.85,7.87
5,98.45,0.04,0.984,97.86,-3.83,4.01,98.45,0.002,0.912,92.12,-0.19,0.2,98.45,0.717,0.785,72.85,-51.6,59.91,143.45,0.444,0.659,63.16,-33.74,16.42,308.45,0.955,0.901,53.06,85.89,-40.86,5.59
5,74.53,0.271,0.121,11.25,-2.93,5.43,74.53,0.171,0.207,21.63,-2.95,5.39,74.53,0.888,0.687,66.59,-32.04,65.26,44.53,0.795,0.783,67.34,4.09,62.34,224.53,0.977,0.87,35.25,48.54,-84.07,6.98
5,215.7,0.03,0.982,96.79,-0.2,-2.51,215.7,0.046,0.932,91.58,-0.29,-3.67,215.7,0.716,0.861,53.1,10.82,-53.78,260.7,0.725,0.776,37.25,53.29,-66.78,65.7,0.957,0.878,84.98,-27.91,82.97,3.41
5,214.18,0.037,0.957,94.22,-0.36,-2.96,214.18,0.004,0.92,92.71,-0.04,-0.34,214.18,0.536,0.957,68.45,2.44,-42.81,244.18,0.607,0.749,38.95,36.24,-60.09,64.18,0.921,0.858,83.74,-24.91,81.27,1.85
5,289.85,0.185,0.095,6.87,2.77,-2.1,289.85,0.123,0.204,19.59,3.87,-3.23,289.85,0.502,0.643,45.88,41.7,-32.74,259.85,0.68,0.654,33.11,42.95,-55.2,79.85,0.801,0.82,77.64,-40.29,70.06,8.39
5,84.46,0.035,0.995,99.08,-2.73,3.81,84.46,0.05,0.962,95.99,-3.78,5.29,84.46,0.582,0.622,60.93,-28.17,43.24,54.46,0.609,0.678,66.15,-8.63,49.59,294.46,0.991,0.926,52.38,89.27,-63.41,7.07
5,283.27,0.9,0.9,45.71,80.05,-70.79,0.99,0.058,0.94,90.97,4.58,1.77,0.99,0.57,0.626,41.6,37.04,19.2,315.99,0.47,0.581,43.39,36.25,-15.9,180.99,0.848,0.979,88.56,-44.52,-15.11,2.46
5,267.24,0.232,0.138,10.47,3.89,-4.93,267.24,0.214,0.139,10.9,3.61,-4.58,267.24,0.891,0.76,32.07,64.21,-72.99,312.24,0.452,0.579,44.01,35.54,-17.65,57.24,0.961,0.97,91.69,-15.71,89.49,4.47
5,198.63,0.009,0.979,97.77,-0.4,-0.52,198.63,0.079,0.96,93.6,-3.27,-4.41,198.63,0.774,0.66,50.29,-11.95,-28.93,228.63,0.635,0.528,29.94,16.7,-40.92,348.63,0.817,0.932,52.38,72.05,28.83,8.85
5,107.49,0.005,0.982,98.29,-0.53,0.47,107.49,0.029,0.922,92.5,-3.04,2.7,107.49,0.897,0.826,74.5,-68.5,70.31,152.49,0.731,0.617,57.76,-44.2,18.66,317.49,0.86,0.897,52.55,79.8,-25.81,5.74
5,294.35,0.013,0.968,96.4,1.51,-1.18,294.35,0.043,0.926,90.89,4.86,-3.79,294.35,0.828,0.878,51.84,81.51,-57.48,324.35,0.794,0.603,35.71,54.79,-11.77,114.35,0.818,0.814,73.45,-68.13,65.9,5.48
5,202.55,0.027,0.964,95.75,-0.93,-1.7,202.55,0.075,0.919,89.83,-2.41,-4.47,202.55,0.767,0.676,48.91,-7.23,-33.41,232.55,0.706,0.594,28.92,27.21,-52.91,202.55,0.2,0.5,48.64,-3.66,-7.23,6.39
